Type,Last,Volume,"Open Int","Daily Premium",Strike,Type,Last,Volume,"Open Int","Daily Premium"
Call,5.2655,N/A,N/A,"131,637.50",1.0000,Put,0.0005,N/A,N/A,12.50
Call,5.0155,N/A,N/A,"125,387.50",1.2500,Put,0.0005,N/A,N/A,12.50
Call,4.7655,N/A,N/A,"119,137.50",1.5000,Put,0.0005,N/A,N/A,12.50
Call,4.5155,N/A,N/A,"112,887.50",1.7500,Put,0.0005,N/A,N/A,12.50
Call,4.2655,N/A,N/A,"106,637.50",2.0000,Put,0.0005,N/A,N/A,12.50
Call,4.0155,N/A,N/A,"100,387.50",2.2500,Put,0.0005,N/A,N/A,12.50
Call,3.7655,N/A,N/A,"94,137.50",2.5000,Put,0.0005,N/A,N/A,12.50
Call,3.5155,N/A,N/A,"87,887.50",2.7500,Put,0.0005,N/A,N/A,12.50
Call,3.2655,N/A,N/A,"81,637.50",3.0000,Put,0.0005,N/A,N/A,12.50
Call,3.0655,N/A,N/A,"76,637.50",3.2000,Put,0.0005,N/A,N/A,12.50
Call,3.0155,N/A,N/A,"75,387.50",3.2500,Put,0.0005,N/A,N/A,12.50
Call,2.9655,N/A,N/A,"74,137.50",3.3000,Put,0.0005,N/A,N/A,12.50
Call,2.9155,N/A,N/A,"72,887.50",3.3500,Put,0.0005,N/A,3,12.50
Call,2.8655,N/A,N/A,"71,637.50",3.4000,Put,0.0005,N/A,N/A,12.50
Call,2.8155,N/A,N/A,"70,387.50",3.4500,Put,0.0005,N/A,N/A,12.50
Call,2.7655,N/A,N/A,"69,137.50",3.5000,Put,0.0005,N/A,N/A,12.50
Call,2.7155,N/A,N/A,"67,887.50",3.5500,Put,0.0005,N/A,N/A,12.50
Call,2.6655,N/A,N/A,"66,637.50",3.6000,Put,0.0005,N/A,N/A,12.50
Call,2.6155,N/A,N/A,"65,387.50",3.6500,Put,0.0005,N/A,N/A,12.50
Call,2.5655,N/A,N/A,"64,137.50",3.7000,Put,0.0005,N/A,N/A,12.50
Call,2.5155,N/A,N/A,"62,887.50",3.7500,Put,0.0005,N/A,N/A,12.50
Call,2.4655,N/A,N/A,"61,637.50",3.8000,Put,0.0005,N/A,N/A,12.50
Call,2.4155,N/A,N/A,"60,387.50",3.8500,Put,0.0005,N/A,N/A,12.50
Call,2.3655,N/A,N/A,"59,137.50",3.9000,Put,0.0005,N/A,N/A,12.50
Call,2.3155,N/A,N/A,"57,887.50",3.9500,Put,0.0005,N/A,N/A,12.50
Call,2.2655,N/A,N/A,"56,637.50",4.0000,Put,0.0005,N/A,5,12.50
Call,2.2155,N/A,N/A,"55,387.50",4.0500,Put,0.0005,N/A,N/A,12.50
Call,2.1655,N/A,N/A,"54,137.50",4.1000,Put,0.0010,N/A,N/A,25.00
Call,2.1155,N/A,N/A,"52,887.50",4.1500,Put,0.0010,N/A,N/A,25.00
Call,2.0655,N/A,N/A,"51,637.50",4.2000,Put,0.0010,N/A,N/A,25.00
Call,2.0155,N/A,N/A,"50,387.50",4.2500,Put,0.0010,N/A,N/A,25.00
Call,1.9655,N/A,N/A,"49,137.50",4.3000,Put,0.0015,N/A,N/A,37.50
Call,1.9155,N/A,N/A,"47,887.50",4.3500,Put,0.0015,N/A,N/A,37.50
Call,1.8655,N/A,N/A,"46,637.50",4.4000,Put,0.0015,N/A,4,37.50
Call,1.8155,N/A,N/A,"45,387.50",4.4500,Put,0.0015,N/A,5,37.50
Call,1.7655,N/A,N/A,"44,137.50",4.5000,Put,0.0020,N/A,807,50.00
Call,1.7155,N/A,N/A,"42,887.50",4.5500,Put,0.0020,N/A,2,50.00
Call,1.6655,N/A,N/A,"41,637.50",4.6000,Put,0.0025,N/A,13,62.50
Call,1.6160,N/A,N/A,"40,400.00",4.6500,Put,0.0030,N/A,N/A,75.00
Call,1.5660,N/A,N/A,"39,150.00",4.7000,Put,0.0035,N/A,4,87.50
Call,1.5165,N/A,N/A,"37,912.50",4.7500,Put,0.0040,N/A,61,100.00
Call,1.4670,N/A,N/A,"36,675.00",4.8000,Put,0.0045,N/A,9,112.50
Call,1.4175,N/A,N/A,"35,437.50",4.8500,Put,0.0050,N/A,1,125.00
Call,1.3680,N/A,N/A,"34,200.00",4.9000,Put,0.0055,N/A,11,137.50
Call,1.3185,N/A,2,"32,962.50",4.9500,Put,0.0065,N/A,1,162.50
Call,1.2695,N/A,5,"31,737.50",5.0000,Put,0.0070,1,625,175.00
Call,1.2205,N/A,N/A,"30,512.50",5.0500,Put,0.0080,N/A,N/A,200.00
Call,1.1715,N/A,2,"29,287.50",5.1000,Put,0.0095,N/A,36,237.50
Call,1.1225,N/A,N/A,"28,062.50",5.1500,Put,0.0105,N/A,2,262.50
Call,1.0735,N/A,N/A,"26,837.50",5.2000,Put,0.0115,N/A,194,287.50
Call,1.0250,N/A,N/A,"25,625.00",5.2500,Put,0.0125,1,332,312.50
Call,0.9770,N/A,N/A,"24,425.00",5.3000,Put,0.0145,2,134,362.50
Call,0.9295,N/A,1,"23,237.50",5.3500,Put,0.0170,3,357,425.00
Call,0.8825,N/A,N/A,"22,062.50",5.4000,Put,0.0200,2,420,500.00
Call,0.8360,N/A,N/A,"20,900.00",5.4500,Put,0.0235,N/A,12,587.50
Call,0.7900,N/A,N/A,"19,750.00",5.5000,Put,0.0275,3,331,687.50
Call,0.7450,N/A,N/A,"18,625.00",5.5500,Put,0.0320,2,12,800.00
Call,0.7005,N/A,N/A,"17,512.50",5.6000,Put,0.0375,1,322,937.50
Call,0.6570,N/A,1,"16,425.00",5.6500,Put,0.0440,6,101,"1,100.00"
Call,0.6145,N/A,N/A,"15,362.50",5.7000,Put,0.0515,28,460,"1,287.50"
Call,0.5735,N/A,100,"14,337.50",5.7500,Put,0.0600,1,"1,712","1,500.00"
Call,0.5340,N/A,N/A,"13,350.00",5.8000,Put,0.0700,2,"1,242","1,750.00"
Call,0.4960,N/A,N/A,"12,400.00",5.8500,Put,0.0820,1,54,"2,050.00"
Call,0.4595,N/A,N/A,"11,487.50",5.9000,Put,0.0955,2,970,"2,387.50"
Call,0.4250,N/A,7,"10,625.00",5.9500,Put,0.1105,1,23,"2,762.50"
Call,0.3920,20,221,"9,800.00",6.0000,Put,0.1275,1,"2,183","3,187.50"
Call,0.3615,N/A,1,"9,037.50",6.0500,Put,0.1465,N/A,116,"3,662.50"
Call,0.3325,1,33,"8,312.50",6.1000,Put,0.1675,1,982,"4,187.50"
Call,0.3055,N/A,11,"7,637.50",6.1500,Put,0.1905,39,67,"4,762.50"
Call,0.2805,63,223,"7,012.50",6.2000,Put,0.2150,50,"1,544","5,375.00"
Call,0.2570,9,667,"6,425.00",6.2500,Put,0.2415,4,"1,088","6,037.50"
Call,0.2355,1,188,"5,887.50",6.3000,Put,0.2700,N/A,137,"6,750.00"
Call,0.2160,1,123,"5,400.00",6.3500,Put,0.3000,N/A,556,"7,500.00"
Call,0.1975,20,"1,042","4,937.50",6.4000,Put,0.3315,N/A,418,"8,287.50"
Call,0.1810,20,260,"4,525.00",6.4500,Put,0.3650,N/A,86,"9,125.00"
Call,0.1660,37,620,"4,150.00",6.5000,Put,0.3995,N/A,84,"9,987.50"
Call,0.1520,5,80,"3,800.00",6.5500,Put,0.4350,N/A,53,"10,875.00"
Call,0.1390,1,103,"3,475.00",6.6000,Put,0.4720,N/A,33,"11,800.00"
Call,0.1275,6,94,"3,187.50",6.6500,Put,0.5105,N/A,N/A,"12,762.50"
Call,0.1165,2,426,"2,912.50",6.7000,Put,0.5495,N/A,211,"13,737.50"
Call,0.1065,1,650,"2,662.50",6.7500,Put,0.5895,N/A,N/A,"14,737.50"
Call,0.0975,21,"1,399","2,437.50",6.8000,Put,0.6300,N/A,N/A,"15,750.00"
Call,0.0895,N/A,118,"2,237.50",6.8500,Put,0.6720,N/A,14,"16,800.00"
Call,0.0820,17,753,"2,050.00",6.9000,Put,0.7140,N/A,N/A,"17,850.00"
Call,0.0750,3,107,"1,875.00",6.9500,Put,0.7570,N/A,2,"18,925.00"
Call,0.0690,5,"12,204","1,725.00",7.0000,Put,0.8005,N/A,7,"20,012.50"
Call,0.0630,22,461,"1,575.00",7.0500,Put,0.8445,N/A,N/A,"21,112.50"
Call,0.0580,8,521,"1,450.00",7.1000,Put,0.8895,N/A,1,"22,237.50"
Call,0.0530,N/A,101,"1,325.00",7.1500,Put,0.9345,N/A,N/A,"23,362.50"
Call,0.0485,N/A,147,"1,212.50",7.2000,Put,0.9795,N/A,N/A,"24,487.50"
Call,0.0445,162,524,"1,112.50",7.2500,Put,1.0255,N/A,2,"25,637.50"
Call,0.0410,1,126,"1,025.00",7.3000,Put,1.0720,N/A,N/A,"26,800.00"
Call,0.0375,N/A,5,937.50,7.3500,Put,1.1185,N/A,N/A,"27,962.50"
Call,0.0345,1,"1,219",862.50,7.4000,Put,1.1650,N/A,N/A,"29,125.00"
Call,0.0290,1,765,725.00,7.5000,Put,1.2595,N/A,N/A,"31,487.50"
Call,0.0245,5,192,612.50,7.6000,Put,1.3550,N/A,N/A,"33,875.00"
Call,0.0210,3,9,525.00,7.7000,Put,1.4510,N/A,N/A,"36,275.00"
Call,0.0190,6,"9,280",475.00,7.7500,Put,1.4995,N/A,N/A,"37,487.50"
Call,0.0150,3,81,375.00,7.9000,Put,1.6450,N/A,N/A,"41,125.00"
Call,0.0130,9,"1,491",325.00,8.0000,Put,1.7425,N/A,N/A,"43,562.50"
Call,0.0110,N/A,7,275.00,8.1000,Put,1.8410,N/A,N/A,"46,025.00"
Call,0.0090,N/A,137,225.00,8.2500,Put,1.9885,N/A,N/A,"49,712.50"
Call,0.0060,N/A,6,150.00,8.5000,Put,2.2365,N/A,N/A,"55,912.50"
Call,0.0045,N/A,3,112.50,8.7500,Put,2.4850,N/A,N/A,"62,125.00"
Call,0.0030,N/A,584,75.00,9.0000,Put,2.7345,N/A,N/A,"68,362.50"
Call,0.0025,N/A,1,62.50,9.2500,Put,2.9845,N/A,N/A,"74,612.50"
Call,0.0015,N/A,3,37.50,9.5000,Put,3.2345,N/A,N/A,"80,862.50"
Call,0.0015,N/A,18,37.50,9.7500,Put,3.4845,N/A,N/A,"87,112.50"
"Downloaded from Barchart.com as of 07-10-2026 01:16am CDT"
